"","season","round_number","team","elo"
"4857",2012,23,"Carlton",1517.82368192192
"4858",2012,23,"St Kilda",1562.58311146049
"4859",2012,23,"Geelong",1644.68844781479
"4860",2012,23,"Sydney",1675.35194069433
"4861",2012,23,"Hawthorn",1733.53528744251
"4862",2012,23,"West Coast",1596.79585274849
"4863",2012,23,"Brisbane Lions",1417.55960332231
"4864",2012,23,"Western Bulldogs",1317.67503166535
"4865",2012,24,"Hawthorn",1740.74200213053
"4866",2012,24,"Collingwood",1576.21462136524
"4867",2012,24,"Geelong",1675.85235413887
"4868",2012,24,"Fremantle",1615.81176718625
"4869",2012,24,"West Coast",1589.58913806047
"4870",2012,24,"North Melbourne",1581.44322262404
"4871",2012,24,"Adelaide",1606.61459849715
"4872",2012,24,"Sydney",1644.18803437025
"4873",2012,25,"Adelaide",1586.1237400436
"4874",2012,25,"Fremantle",1637.85415599365
"4875",2012,25,"Collingwood",1564.26575788504
"4876",2012,25,"West Coast",1627.99847100226
"4877",2012,26,"Hawthorn",1752.69086561073
"4878",2012,26,"Adelaide",1601.8325473212
"4879",2012,26,"Sydney",1664.6788928238
"4880",2012,26,"Collingwood",1584.08288690453
"4881",2012,27,"Hawthorn",1741.31180134695
"4882",2012,27,"Sydney",1678.42966667332
"4883",2013,1,"Western Bulldogs",1291.57959730314
"4884",2013,1,"Brisbane Lions",1443.65503768452
"4885",2013,1,"North Melbourne",1540.88219519814
"4886",2013,1,"Collingwood",1566.81550740226
"4887",2013,1,"Adelaide",1602.17347945544
"4888",2013,1,"Essendon",1438.43026139348
"4889",2013,1,"Hawthorn",1692.35508941232
"4890",2013,1,"Geelong",1631.87281902607
"4891",2013,1,"Melbourne",1354.41393568115
"4892",2013,1,"Port Adelaide",1366.5596523286
"4893",2013,1,"Carlton",1506.66549258145
"4894",2013,1,"Richmond",1520.22049809874
"4895",2013,1,"Gold Coast",1359.5385278347
"4896",2013,1,"St Kilda",1552.77416381419
"4897",2013,1,"GWS",1311.51204447844
"4898",2013,1,"Sydney",1636.44669929006
"4899",2013,1,"Fremantle",1581.03371992515
"4900",2013,1,"West Coast",1571.76971255564
"4901",2013,2,"Brisbane Lions",1430.52694737925
"4902",2013,2,"Adelaide",1539.41945491297
"4903",2013,2,"Collingwood",1552.43231626089
"4904",2013,2,"Carlton",1502.64808922374
"4905",2013,2,"Western Bulldogs",1402.60483760621
"4906",2013,2,"Fremantle",1598.93501916504
"4907",2013,2,"Sydney",1619.60977455364
"4908",2013,2,"Gold Coast",1407.66480875944
"4909",2013,2,"Port Adelaide",1425.44668441241
"4910",2013,2,"GWS",1333.42299169742
"4911",2013,2,"West Coast",1546.22824169171
"4912",2013,2,"Hawthorn",1631.23735316541
"4913",2013,2,"Essendon",1488.93565168276
"4914",2013,2,"Melbourne",1358.64799693051
"4915",2013,2,"Geelong",1607.09995304196
"4916",2013,2,"North Melbourne",1519.0165400471
"4917",2013,2,"St Kilda",1517.15428524303
"4918",2013,2,"Richmond",1519.25071822272
"4919",2013,3,"Port Adelaide",1450.50712154708
"4920",2013,3,"Adelaide",1544.96694017455
"4921",2013,3,"Gold Coast",1398.55483354669
"4922",2013,3,"Brisbane Lions",1424.97946211767
"4923",2013,3,"Geelong",1601.15752005502
"4924",2013,3,"Carlton",1492.29543074666
"4925",2013,3,"Fremantle",1602.64014737443
"4926",2013,3,"Essendon",1514.55255461944
"4927",2013,3,"Collingwood",1562.78497473797
"4928",2013,3,"Hawthorn",1655.57240141239
"4929",2013,3,"GWS",1308.36255456276
"4930",2013,3,"St Kilda",1501.35027168227
"4931",2013,3,"North Melbourne",1524.95897303405
"4932",2013,3,"Sydney",1628.71974976639
"4933",2013,3,"Melbourne",1333.03109399383
"4934",2013,3,"West Coast",1521.89319344473
"4935",2013,3,"Richmond",1535.05473178349
"4936",2013,3,"Western Bulldogs",1398.89970939682
"4937",2013,4,"North Melbourne",1506.52621860589
"4938",2013,4,"Brisbane Lions",1423.94140178923
"4939",2013,4,"West Coast",1541.34413916981
"4940",2013,4,"Carlton",1489.23602179613
"4941",2013,4,"Richmond",1557.42373078446
"4942",2013,4,"Collingwood",1538.02752582971
"4943",2013,4,"St Kilda",1519.03836673796
"4944",2013,4,"Essendon",1528.46887873655
"4945",2013,4,"Hawthorn",1680.32985032065
"4946",2013,4,"Fremantle",1588.72382325731
"4947",2013,4,"Sydney",1647.15250419454
"4948",2013,4,"Geelong",1604.21692900554
"4949",2013,4,"Melbourne",1313.58014826875
"4950",2013,4,"GWS",1290.67445950707
"4951",2013,4,"Gold Coast",1399.59289387513
"4952",2013,4,"Port Adelaide",1469.97308904716
"4953",2013,4,"Adelaide",1525.50097267446
"4954",2013,4,"Western Bulldogs",1376.53071039584
"4955",2013,5,"Carlton",1516.67259295981
"4956",2013,5,"Adelaide",1543.7981548502
"4957",2013,5,"Essendon",1556.51358571767
"4958",2013,5,"Collingwood",1567.90105824766
"4959",2013,5,"Western Bulldogs",1358.2335282201
"4960",2013,5,"Geelong",1628.39705117341
"4961",2013,5,"GWS",1262.43195078873
"4962",2013,5,"Gold Coast",1377.99534818258
"4963",2013,5,"Brisbane Lions",1396.56152154916
"4964",2013,5,"Melbourne",1341.82265698709
"4965",2013,5,"Hawthorn",1701.2933536498
"4966",2013,5,"North Melbourne",1533.90609884597
"4967",2013,5,"Fremantle",1567.76031992816
"4968",2013,5,"Richmond",1527.55019836651
"4969",2013,5,"St Kilda",1490.99365975684
"4970",2013,5,"Sydney",1622.97238202667
"4971",2013,5,"Port Adelaide",1491.57063473971
"4972",2013,5,"West Coast",1513.90756800614
"4973",2013,6,"Sydney",1623.66672128035
"4974",2013,6,"Brisbane Lions",1414.48581923525
"4975",2013,6,"Gold Coast",1397.18045400671
"4976",2013,6,"Fremantle",1564.15130929999
"4977",2013,6,"Richmond",1531.15920899469
"4978",2013,6,"Geelong",1621.60612103525
"4979",2013,6,"Essendon",1590.53431080363
"4980",2013,6,"GWS",1243.2468449646
"4981",2013,6,"Adelaide",1514.12006818278
"4982",2013,6,"Hawthorn",1686.38104456088
"4983",2013,6,"Carlton",1546.35067962723
"4984",2013,6,"Melbourne",1323.898359301
"4985",2013,6,"North Melbourne",1548.81840793489
"4986",2013,6,"Port Adelaide",1499.11285201179
"4987",2013,6,"Collingwood",1533.8803331617
"4988",2013,6,"St Kilda",1490.29932050316
"4989",2013,6,"West Coast",1506.36535073406
"4990",2013,6,"Western Bulldogs",1365.02445835827
"4991",2013,7,"GWS",1243.66771574805
"4992",2013,7,"Adelaide",1521.74174715099
"4993",2013,7,"St Kilda",1472.42382066853
"4994",2013,7,"Carlton",1560.12996769382
"4995",2013,7,"Fremantle",1578.6550082937
"4996",2013,7,"Collingwood",1551.75583299634
"4997",2013,7,"Geelong",1643.44202224479
"4998",2013,7,"Essendon",1590.11344002018
"4999",2013,7,"Melbourne",1310.11907123441
"5000",2013,7,"Gold Coast",1382.67675501299
"5001",2013,7,"Western Bulldogs",1342.79992715001
"5002",2013,7,"North Melbourne",1552.93131569196
"5003",2013,7,"Port Adelaide",1494.99994425472
"5004",2013,7,"Richmond",1509.32330778514
"5005",2013,7,"Hawthorn",1678.75936559266
"5006",2013,7,"Sydney",1638.33178626736
"5007",2013,7,"Brisbane Lions",1399.82075424824
"5008",2013,7,"West Coast",1528.58988194232
"5009",2013,8,"Essendon",1572.03064242469
"5010",2013,8,"Brisbane Lions",1391.13556842705
"5011",2013,8,"Sydney",1613.83512197449
"5012",2013,8,"Fremantle",1599.09466949637
"5013",2013,8,"Collingwood",1531.31617179367
"5014",2013,8,"Geelong",1661.52481984028
"5015",2013,8,"Hawthorn",1703.25602988553
"5016",2013,8,"GWS",1230.33082712695
"5017",2013,8,"Richmond",1538.55101270445
"5018",2013,8,"Melbourne",1282.14729376211
"5019",2013,8,"West Coast",1537.2750677635
"5020",2013,8,"North Melbourne",1566.2750026929
"5021",2013,8,"Carlton",1541.39044521065
"5022",2013,8,"Port Adelaide",1465.77223933541
"5023",2013,8,"Adelaide",1535.07863577209
"5024",2013,8,"St Kilda",1491.1633431517
"5025",2013,8,"Gold Coast",1410.64853248529
"5026",2013,8,"Western Bulldogs",1329.45624014907
"5027",2013,9,"North Melbourne",1560.94565891699
"5028",2013,9,"Adelaide",1560.51322160167
"5029",2013,9,"Brisbane Lions",1420.06061904446
"5030",2013,9,"Carlton",1549.69544792331
"5031",2013,9,"Richmond",1541.07664100709
"5032",2013,9,"Essendon",1543.10559180727
"5033",2013,9,"Port Adelaide",1457.46723662275
"5034",2013,9,"Geelong",1641.24312031478
"5035",2013,9,"Hawthorn",1706.9477151569
"5036",2013,9,"Gold Coast",1428.02891959383
"5037",2013,9,"Fremantle",1600.79070930035
"5038",2013,9,"Melbourne",1279.62166545948
"5039",2013,9,"Collingwood",1551.59787131918
"5040",2013,9,"Sydney",1612.13908217051
"5041",2013,9,"GWS",1226.63914185558
"5042",2013,9,"West Coast",1542.60441153942
"5043",2013,9,"St Kilda",1465.72875732212
"5044",2013,9,"Western Bulldogs",1312.07585304052
"5045",2013,10,"Brisbane Lions",1421.76845720049
"5046",2013,10,"Collingwood",1525.46349852654
"5047",2013,10,"Sydney",1638.27345496315
"5048",2013,10,"Essendon",1567.67187758807
"5049",2013,10,"Adelaide",1561.5627994805
"5050",2013,10,"Fremantle",1610.79288434074
"5051",2013,10,"Geelong",1655.20619726005
"5052",2013,10,"Gold Coast",1431.78592974369
"5053",2013,10,"Carlton",1547.98760976728
"5054",2013,10,"GWS",1216.00874226465
"5055",2013,10,"Melbourne",1269.61949041909
"5056",2013,10,"Hawthorn",1703.19070500704
"5057",2013,10,"Western Bulldogs",1337.54725475001
"5058",2013,10,"Port Adelaide",1443.50415967748
"5059",2013,10,"West Coast",1553.23481113036
"5060",2013,10,"Richmond",1516.51035522629
"5061",2013,10,"North Melbourne",1559.89608103816
"5062",2013,10,"St Kilda",1440.25735561263
"5063",2013,11,"Essendon",1543.67015960816
"5064",2013,11,"Carlton",1557.57581444825
"5065",2013,11,"Melbourne",1264.21364364867
"5066",2013,11,"Collingwood",1547.51236932238
"5067",2013,11,"GWS",1206.42053758368
"5068",2013,11,"Geelong",1666.99607452647
"5069",2013,11,"Gold Coast",1419.99605247727
"5070",2013,11,"North Melbourne",1584.05830366222
"5071",2013,11,"Adelaide",1560.26358616113
"5072",2013,11,"Sydney",1662.27517294306
"5073",2013,11,"St Kilda",1416.09513298857
"5074",2013,11,"West Coast",1518.14661876562
"5075",2013,12,"Richmond",1551.59854759104
"5076",2013,12,"Adelaide",1533.34876451855
"5077",2013,12,"Fremantle",1612.09209766011
"5078",2013,12,"Brisbane Lions",1399.71958640465
"5079",2013,12,"Essendon",1550.24437305306
"5080",2013,12,"Gold Coast",1451.92964886735
"5081",2013,12,"Carlton",1551.00160100335
"5082",2013,12,"Hawthorn",1708.59655177745
"5083",2013,12,"GWS",1205.12667474026
"5084",2013,12,"Port Adelaide",1422.81890696395
"5085",2013,12,"Collingwood",1559.36846850442
"5086",2013,12,"Western Bulldogs",1358.23250746354
"5087",2013,13,"Brisbane Lions",1391.05627957147
"5088",2013,13,"Geelong",1668.28993736989
"5089",2013,13,"St Kilda",1423.53090309539
"5090",2013,13,"Melbourne",1252.35754446663
"5091",2013,13,"Fremantle",1620.75540449329
"5092",2013,13,"North Melbourne",1552.12470727214
"5093",2013,13,"Western Bulldogs",1351.46480816118
"5094",2013,13,"Richmond",1579.09071595319
"5095",2013,13,"Port Adelaide",1438.75332082436
"5096",2013,13,"Sydney",1689.18999458565
"5097",2013,13,"Hawthorn",1705.93687207863
"5098",2013,13,"West Coast",1510.71084865879
"5099",2013,14,"Gold Coast",1431.30230592869
"5100",2013,14,"Adelaide",1505.85659615639
"5101",2013,14,"Hawthorn",1704.04595883751
"5102",2013,14,"Brisbane Lions",1422.54579978889
"5103",2013,14,"Sydney",1647.61748690686
"5104",2013,14,"Carlton",1553.66128070217
"5105",2013,14,"Port Adelaide",1480.32582850315
"5106",2013,14,"Collingwood",1566.13616780677
"5107",2013,14,"West Coast",1512.60176189992
"5108",2013,14,"Essendon",1570.87171599172
"5109",2013,14,"Geelong",1636.80041715247
"5110",2013,14,"Fremantle",1642.54651752825
"5111",2013,14,"North Melbourne",1530.33359423717
"5112",2013,14,"GWS",1189.19226087985
"5113",2013,14,"Richmond",1592.29130947839
"5114",2013,14,"St Kilda",1433.43360020159
"5115",2013,14,"Melbourne",1242.45484736043
"5116",2013,14,"Western Bulldogs",1338.26421463599
"5117",2013,15,"Carlton",1544.20138289582
"5118",2013,15,"Collingwood",1528.29675896055
"5119",2013,15,"Brisbane Lions",1413.50660609101
"5120",2013,15,"Gold Coast",1415.58161198339
"5121",2013,15,"Geelong",1668.33771059368
"5122",2013,15,"Hawthorn",1713.08515253539
"5123",2013,15,"Essendon",1571.15474607388
"5124",2013,15,"Port Adelaide",1518.16523734937
"5125",2013,15,"North Melbourne",1539.10743357355
"5126",2013,15,"Richmond",1612.04512051685
"5127",2013,15,"Fremantle",1611.00922408704
"5128",2013,15,"St Kilda",1413.67978916313
"5129",2013,15,"Melbourne",1256.20834526842
"5130",2013,15,"Sydney",1657.07738471321
"5131",2013,15,"Adelaide",1521.57729010168
"5132",2013,15,"West Coast",1512.31873181777
"5133",2013,15,"GWS",1180.41842154347
"5134",2013,15,"Western Bulldogs",1324.510716728
"5135",2013,16,"Collingwood",1561.00237798285
"5136",2013,16,"Adelaide",1514.55621008741
"5137",2013,16,"Western Bulldogs",1312.79814490059
"5138",2013,16,"Essendon",1590.50692816057
"5139",2013,16,"West Coast",1519.33981183204
"5140",2013,16,"Fremantle",1615.86080827957
"5141",2013,16,"Richmond",1567.21766212388
"5142",2013,16,"Gold Coast",1388.23143690806
"5143",2013,16,"Sydney",1650.31020315555
"5144",2013,16,"GWS",1192.13099337088
"5145",2013,16,"Port Adelaide",1498.81305526268
"5146",2013,16,"Hawthorn",1698.16496393795
"5147",2013,16,"Geelong",1683.25789919112
"5148",2013,16,"Melbourne",1262.97552682608
"5149",2013,16,"Brisbane Lions",1440.85678116635
"5150",2013,16,"North Melbourne",1583.93489196653
"5151",2013,16,"Carlton",1511.49576387352
"5152",2013,16,"St Kilda",1408.8282049706
"5153",2013,17,"Melbourne",1259.02238178285
"5154",2013,17,"Brisbane Lions",1468.10968830818
"5155",2013,17,"North Melbourne",1556.68198482469
"5156",2013,17,"Carlton",1528.66007767126
"5157",2013,17,"Gold Coast",1398.3386494252
"5158",2013,17,"Collingwood",1579.21706358793
"5159",2013,17,"GWS",1186.91610286877
"5160",2013,17,"Essendon",1589.95398996539
"5161",2013,17,"Richmond",1557.11044960674
"5162",2013,17,"Fremantle",1629.20044921066
"5163",2013,17,"Adelaide",1496.34152448232
"5164",2013,17,"Geelong",1687.21104423435
"5165",2013,17,"St Kilda",1391.66389117285
"5166",2013,17,"Port Adelaide",1487.16623597776
"5167",2013,17,"West Coast",1506.00017090095
"5168",2013,17,"Sydney",1655.52509365766
"5169",2013,17,"Hawthorn",1709.81178322287
"5170",2013,17,"Western Bulldogs",1313.35108309577
"5171",2013,18,"Fremantle",1597.48750298468
"5172",2013,18,"Adelaide",1518.34167425402
"5173",2013,18,"Port Adelaide",1481.41404348282
"5174",2013,18,"Brisbane Lions",1464.26568910487
"5175",2013,18,"Gold Coast",1424.39488041247
"5176",2013,18,"Carlton",1532.87903348715
"5177",2013,18,"Collingwood",1553.16083260066
"5178",2013,18,"GWS",1189.72243980948
"5179",2013,18,"Essendon",1587.14765302468
"5180",2013,18,"Hawthorn",1694.90955527941
"5181",2013,18,"Melbourne",1262.86638098616
"5182",2013,18,"North Melbourne",1552.4630290088
"5183",2013,18,"Sydney",1666.94274285312
"5184",2013,18,"Richmond",1588.82339583272
"5185",2013,18,"Geelong",1665.21089446265
"5186",2013,18,"St Kilda",1397.41608366779
"5187",2013,18,"Western Bulldogs",1328.25331103923
"5188",2013,18,"West Coast",1494.5825217055
"5189",2013,19,"Collingwood",1552.41380849014
"5190",2013,19,"Essendon",1563.7570271836
"5191",2013,19,"Carlton",1552.4335036581
"5192",2013,19,"Fremantle",1608.55072267779
"5193",2013,19,"North Melbourne",1564.98940736811
"5194",2013,19,"Geelong",1678.80620843486
"5195",2013,19,"West Coast",1456.75254920075
"5196",2013,19,"Gold Coast",1404.84041024152
"5197",2013,19,"GWS",1190.46946392
"5198",2013,19,"Melbourne",1250.34000262685
"5199",2013,19,"Adelaide",1507.27845456091
"5200",2013,19,"Port Adelaide",1488.29250656342
"5201",2013,19,"Hawthorn",1718.30018112048
"5202",2013,19,"Richmond",1564.63392083028
"5203",2013,19,"Brisbane Lions",1457.38722602426
"5204",2013,19,"St Kilda",1383.82076969559
"5205",2013,19,"Western Bulldogs",1366.08328354398
"5206",2013,19,"Sydney",1691.13221785555
"5207",2013,20,"Richmond",1612.13126549678
"5208",2013,20,"Brisbane Lions",1475.03502090446
"5209",2013,20,"Sydney",1689.96130490691
"5210",2013,20,"Collingwood",1592.20800403919
"5211",2013,20,"Fremantle",1630.79750664365
"5212",2013,20,"GWS",1226.42505656679
"5213",2013,20,"St Kilda",1366.17297481539
"5214",2013,20,"Hawthorn",1670.80283645399
"5215",2013,20,"Gold Coast",1394.72756263671
"5216",2013,20,"Melbourne",1214.38440998007
"5217",2013,20,"Adelaide",1501.10806990697
"5218",2013,20,"North Melbourne",1587.44033799633
"5219",2013,20,"Geelong",1656.35527780665
"5220",2013,20,"Port Adelaide",1494.46289121736
"5221",2013,20,"Essendon",1523.96283163455
"5222",2013,20,"West Coast",1466.86539680556
"5223",2013,20,"Carlton",1530.18671969224
"5224",2013,20,"Western Bulldogs",1367.25419649262
"5225",2013,21,"Western Bulldogs",1408.92317192435
"5226",2013,21,"Adelaide",1519.69894059321
"5227",2013,21,"Richmond",1617.87955825768
"5228",2013,21,"Carlton",1488.51774426051
"5229",2013,21,"Hawthorn",1675.32059236656
"5230",2013,21,"Collingwood",1627.97428655138
"5231",2013,21,"Melbourne",1220.90282858697
"5232",2013,21,"Fremantle",1637.62511138312
"5233",2013,21,"West Coast",1508.10131482655
"5234",2013,21,"Geelong",1661.14197327889
"5235",2013,21,"Port Adelaide",1489.67619574511
"5236",2013,21,"Gold Coast",1388.2091440298
"5237",2013,21,"Brisbane Lions",1469.28672814355
"5238",2013,21,"GWS",1219.59745182732
"5239",2013,21,"Essendon",1482.72691361356
"5240",2013,21,"North Melbourne",1568.84946731009
"5241",2013,21,"Sydney",1654.19502239472
"5242",2013,21,"St Kilda",1361.65521890282
"5243",2013,22,"Carlton",1512.55572586624
"5244",2013,22,"Essendon",1460.07188666695
"5245",2013,22,"St Kilda",1353.10875914324
"5246",2013,22,"Gold Coast",1383.52443427091
"5247",2013,22,"North Melbourne",1591.5044942567
"5248",2013,22,"Hawthorn",1698.05936510854
"5249",2013,22,"Adelaide",1491.31532434961
"5250",2013,22,"Melbourne",1214.92817022705
"5251",2013,22,"Fremantle",1643.59976974304
"5252",2013,22,"Port Adelaide",1494.360905504
"5253",2013,22,"GWS",1208.03475231363
"5254",2013,22,"Richmond",1593.84157665195
"5255",2013,22,"Geelong",1681.73437587228
"5256",2013,22,"Sydney",1662.7414821543
"5257",2013,22,"Collingwood",1605.2355138094
"5258",2013,22,"West Coast",1487.50891223315
"5259",2013,22,"Brisbane Lions",1480.84942765724
"5260",2013,22,"Western Bulldogs",1437.30678816796
"5261",2013,23,"West Coast",1464.01530584847
"5262",2013,23,"Adelaide",1502.27100827031
"5263",2013,23,"Geelong",1711.56987460219
"5264",2013,23,"Brisbane Lions",1482.79188430691
"5265",2013,23,"Port Adelaide",1472.4886726482
"5266",2013,23,"Carlton",1500.60344488459
"5267",2013,23,"St Kilda",1389.31173803311
"5268",2013,23,"Fremantle",1665.47200259884
"5269",2013,23,"Gold Coast",1347.32145538105
"5270",2013,23,"GWS",1200.39167073969
"5271",2013,23,"Sydney",1632.90598342439
"5272",2013,23,"Hawthorn",1699.61748733001
"5273",2013,23,"Western Bulldogs",1435.36433151828
"5274",2013,23,"Melbourne",1203.97248630636
"5275",2013,23,"Collingwood",1628.72912019409
"5276",2013,23,"North Melbourne",1589.94637203523
"5277",2013,23,"Essendon",1472.02416764861
"5278",2013,23,"Richmond",1601.48465822589
"5279",2013,24,"Richmond",1617.26923494534
"5280",2013,24,"Carlton",1498.37345049468
"5281",2013,24,"Geelong",1689.4757345105
"5282",2013,24,"Fremantle",1601.25982662444
"5283",2013,24,"Collingwood",1613.55169725933
"5284",2013,24,"Port Adelaide",1474.71866703811
"5285",2013,24,"Hawthorn",1703.68256287209
"5286",2013,24,"Sydney",1628.84090788231
"5287",2013,25,"Sydney",1602.36439423248
"5288",2013,25,"Carlton",1530.03608011555
"5289",2013,25,"Geelong",1665.19797303844
"5290",2013,25,"Port Adelaide",1511.38469618924
"5291",2013,26,"Hawthorn",1730.15907652192
"5292",2013,26,"Geelong",1663.76039554821
"5293",2013,26,"Fremantle",1625.5375880965
"5294",2013,26,"Sydney",1615.63751580625
"5295",2013,27,"Hawthorn",1727.58049278254
"5296",2013,27,"Fremantle",1646.58209742936
"5297",2014,1,"Geelong",1666.33897928758
"5298",2014,1,"Adelaide",1536.8134178002
"5299",2014,1,"Hawthorn",1721.11711214511
"5300",2014,1,"Brisbane Lions",1504.64172317867
"5301",2014,1,"North Melbourne",1594.87422496042
"5302",2014,1,"Essendon",1460.50623081356
"5303",2014,1,"Collingwood",1565.91984969426
"5304",2014,1,"Fremantle",1621.23945707196
"5305",2014,1,"St Kilda",1462.14493748358
"5306",2014,1,"Melbourne",1262.80069688992
"5307",2014,1,"Carlton",1512.97085777573
"5308",2014,1,"Port Adelaide",1509.92163094858
"5309",2014,1,"Gold Coast",1404.51532454249
"5310",2014,1,"Richmond",1562.92872135795
"5311",2014,1,"GWS",1274.8616491211
"5312",2014,1,"Sydney",1566.05782437001
"5313",2014,1,"West Coast",1453.2108784581
"5314",2014,1,"Western Bulldogs",1453.92899100995
"5315",2014,2,"Port Adelaide",1530.44947003191
"5316",2014,2,"Adelaide",1513.53762532435
"5317",2014,2,"Richmond",1524.8481365835
"5318",2014,2,"Carlton",1488.1966051121
"5319",2014,2,"Sydney",1510.92355463639
"5320",2014,2,"Collingwood",1525.41981012985
"5321",2014,2,"Brisbane Lions",1495.63861561286
"5322",2014,2,"Geelong",1614.49905302436
"5323",2014,2,"Fremantle",1612.15947852901
"5324",2014,2,"Gold Coast",1447.23920227038
"5325",2014,2,"St Kilda",1467.08779360035
"5326",2014,2,"GWS",1345.50627018934
"5327",2014,2,"Essendon",1503.68994015525
"5328",2014,2,"Hawthorn",1654.13440828496
"5329",2014,2,"Western Bulldogs",1420.99084303474
"5330",2014,2,"North Melbourne",1534.98429758639
"5331",2014,2,"Melbourne",1320.0803815017
"5332",2014,2,"West Coast",1490.7920329599
"5333",2014,3,"Gold Coast",1431.57189258688
"5334",2014,3,"Brisbane Lions",1486.62894213589
"5335",2014,3,"Essendon",1516.01670280373
"5336",2014,3,"Carlton",1480.74818067178
"5337",2014,3,"Hawthorn",1641.80764563649
"5338",2014,3,"Fremantle",1627.82678821251
"5339",2014,3,"Collingwood",1542.23652111986
"5340",2014,3,"Geelong",1623.50872650132
"5341",2014,3,"GWS",1352.02974844431
"5342",2014,3,"Melbourne",1299.04947997077
"5343",2014,3,"North Melbourne",1547.11168856435
"5344",2014,3,"Port Adelaide",1563.46608977621
"5345",2014,3,"Western Bulldogs",1408.86345205678
"5346",2014,3,"Richmond",1532.29656102383
"5347",2014,3,"West Coast",1511.82293449084
"5348",2014,3,"St Kilda",1460.56431534538
"5349",2014,3,"Adelaide",1480.52100558005
"5350",2014,3,"Sydney",1494.10684364637
"5351",2014,4,"St Kilda",1444.23924556923
"5352",2014,4,"Adelaide",1445.37163851933
"5353",2014,4,"Port Adelaide",1554.65520286585
"5354",2014,4,"Brisbane Lions",1445.62191668376
"5355",2014,4,"Richmond",1516.65662222504
"5356",2014,4,"Collingwood",1540.69547271218
"5357",2014,4,"Fremantle",1593.60781072083
"5358",2014,4,"Essendon",1550.60023112346
"5359",2014,4,"Gold Coast",1472.57891803901
"5360",2014,4,"Hawthorn",1676.02662312817
"5361",2014,4,"Carlton",1446.16465235204
"5362",2014,4,"Melbourne",1278.54074570847
"5363",2014,4,"Sydney",1529.25621070709
"5364",2014,4,"North Melbourne",1555.9225754747
"5365",2014,4,"Geelong",1625.049774909
"5366",2014,4,"West Coast",1528.14800426699
"5367",2014,4,"GWS",1372.53848270661
"5368",2014,4,"Western Bulldogs",1424.50339085556
"5369",2014,5,"Western Bulldogs",1442.09529581129
"5370",2014,5,"Carlton",1407.47530354885
"5371",2014,5,"Sydney",1500.66677295534
"5372",2014,5,"Fremantle",1623.40239544381
"5373",2014,5,"Melbourne",1317.23009451166
"5374",2014,5,"Gold Coast",1454.20967361381
"5375",2014,5,"Adelaide",1484.17031399845
"5376",2014,5,"GWS",1354.94657775088
"5377",2014,5,"Geelong",1652.33590558255
"5378",2014,5,"Hawthorn",1694.39586755337
"5379",2014,5,"Collingwood",1567.52362766704
"5380",2014,5,"North Melbourne",1584.51201322645
"5381",2014,5,"West Coast",1500.86187359345
"5382",2014,5,"Port Adelaide",1582.21834633425
"5383",2014,5,"Brisbane Lions",1418.05877321536
"5384",2014,5,"Richmond",1489.82846727019
"5385",2014,5,"Essendon",1520.80564640048
"5386",2014,5,"St Kilda",1405.44057009011
"5387",2014,6,"Western Bulldogs",1413.94795021725
"5388",2014,6,"Adelaide",1506.95681160857
"5389",2014,6,"St Kilda",1433.45289812285
"5390",2014,6,"Brisbane Lions",1394.55250699856
"5391",2014,6,"Collingwood",1597.63415474633
"5392",2014,6,"Essendon",1492.79331836775
"5393",2014,6,"Port Adelaide",1586.47438018763
"5394",2014,6,"Geelong",1674.84393477184
"5395",2014,6,"Gold Coast",1447.10364690282
"5396",2014,6,"GWS",1332.16008014076
"5397",2014,6,"Richmond",1513.33473348699
"5398",2014,6,"Hawthorn",1671.88783836407
"5399",2014,6,"Fremantle",1593.78643017723
"5400",2014,6,"North Melbourne",1554.40148614715
"5401",2014,6,"Melbourne",1324.33612122265
"5402",2014,6,"Sydney",1530.28273822192
"5403",2014,6,"Carlton",1435.62264914289
"5404",2014,6,"West Coast",1496.60583974007
"5405",2014,7,"Carlton",1445.56676182136
"5406",2014,7,"Collingwood",1606.67827059635
"5407",2014,7,"West Coast",1486.6617270616
"5408",2014,7,"Fremantle",1576.71055715838
"5409",2014,7,"North Melbourne",1571.47735916601
"5410",2014,7,"Gold Coast",1464.7966081502
"5411",2014,7,"Adelaide",1505.34857677908
"5412",2014,7,"Melbourne",1319.61818941209
"5413",2014,7,"GWS",1314.46711889338
"5414",2014,7,"Port Adelaide",1626.89820625684
"5415",2014,7,"Geelong",1634.42010870264
"5416",2014,7,"Richmond",1493.26469889962
"5417",2014,7,"Hawthorn",1691.95787295145
"5418",2014,7,"St Kilda",1425.99855857062
"5419",2014,7,"Brisbane Lions",1402.0068465508
"5420",2014,7,"Sydney",1535.00067003249
"5421",2014,7,"Essendon",1483.74920251773
"5422",2014,7,"Western Bulldogs",1415.55618504674
"5423",2014,8,"St Kilda",1411.8273616783
"5424",2014,8,"Carlton",1435.24830975615
"5425",2014,8,"Brisbane Lions",1378.1231380509
"5426",2014,8,"Essendon",1483.89249176659
"5427",2014,8,"Port Adelaide",1626.41715134263
"5428",2014,8,"Fremantle",1584.25858425916
"5429",2014,8,"West Coast",1479.11369996081
"5430",2014,8,"GWS",1314.94817380758
"5431",2014,8,"Sydney",1558.88437853238
"5432",2014,8,"Hawthorn",1706.12906984377
"5433",2014,8,"Melbourne",1342.16739670691
"5434",2014,8,"Western Bulldogs",1415.41289579789
"5435",2014,9,"North Melbourne",1527.91374840567
